ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_students|pct_met|report_group|student_group|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_students_og|suppression_notes|year
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|46|137|0.335766423357664|Grade Level|10th Grade|0|1|0|0|0|46|137|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|50|168|0.297619047619048|Grade Level|9th Grade|0|2|0|0|0|50|168|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|90|233|0.386266094420601|Grade Level|12th Grade|0|3|0|0|0|90|233|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|77|253|0.304347826086957|Grade Level|11th Grade|0|4|0|0|0|77|253|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|||0.5|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|3|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|||0.529411764705882|Race/Ethnicity|Black/African American|0|2|1|1|1|27|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|46|191|0.240837696335079|Race/Ethnicity|White|0|3|1|0|0|46|191|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|49|229|0.213973799126638|Race/Ethnicity|Multiracial|0|4|1|0|0|49|229|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|138|314|0.439490445859873|Race/Ethnicity|Hispanic/Latine/x|0|5|1|0|0|138|314|na|2024
sch02|sch02|RegionB|DC|q19j|Please rank the following resources from most helpful (1) to least helpful (10) in understanding different dual credit programs.|Online Research|Rank|217|600|0.361666666666667|Race/Ethnicity|Students of Color|0|6|1|0|0|217|600|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|686|908|0.755506607929515|All|All|0|1|0|0|0|686|908|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|223|264|0.84469696969697|First Generation Status|Not First Generation|0|1|0|0|0|223|264|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|463|644|0.718944099378882|First Generation Status|First Generation|0|2|0|0|0|463|644|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|30|30|1|Gender|Other/Prefer Not to Say|0|1|0|0|0|30|30|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|29|87|0.333333333333333|Gender|Unknown|0|2|0|0|0|29|87|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|237|338|0.701183431952663|Gender|Male|0|3|0|0|0|237|338|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|390|453|0.860927152317881|Gender|Female|0|4|0|0|0|390|453|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|108|137|0.788321167883212|Grade Level|10th Grade|0|1|0|0|0|108|137|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|138|197|0.700507614213198|Grade Level|9th Grade|0|2|0|0|0|138|197|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|240|282|0.851063829787234|Grade Level|11th Grade|0|3|0|0|0|240|282|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|200|292|0.684931506849315|Grade Level|12th Grade|0|4|0|0|0|200|292|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|||1|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|6|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|||0.941176470588235|Race/Ethnicity|Black/African American|0|2|1|1|1|48|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|29|87|0.333333333333333|Race/Ethnicity|Unknown|0|3|1|0|0|29|87|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|132|191|0.691099476439791|Race/Ethnicity|White|0|4|1|0|0|132|191|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|215|229|0.938864628820961|Race/Ethnicity|Multiracial|0|5|1|0|0|215|229|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|256|344|0.744186046511628|Race/Ethnicity|Hispanic/Latine/x|0|6|1|0|0|256|344|na|2024
sch02|sch02|RegionB|PS|q22a|What is the highest level of education you expect to obtain?||Education Level|525|630|0.833333333333333|Race/Ethnicity|Students of Color|0|7|1|0|0|525|630|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|748|908|0.823788546255507|All|All|0|1|0|0|0|748|908|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|165|264|0.625|First Generation Status|Not First Generation|0|1|0|0|0|165|264|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|583|644|0.90527950310559|First Generation Status|First Generation|0|2|0|0|0|583|644|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|30|30|1|Gender|Other/Prefer Not to Say|0|1|0|0|0|30|30|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|58|87|0.666666666666667|Gender|Unknown|0|2|0|0|0|58|87|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|234|338|0.692307692307692|Gender|Male|0|3|0|0|0|234|338|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|426|453|0.940397350993378|Gender|Female|0|4|0|0|0|426|453|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|120|137|0.875912408759124|Grade Level|10th Grade|0|1|0|0|0|120|137|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|197|197|1|Grade Level|9th Grade|0|2|0|0|0|197|197|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|196|282|0.695035460992908|Grade Level|11th Grade|0|3|0|0|0|196|282|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|235|292|0.804794520547945|Grade Level|12th Grade|0|4|0|0|0|235|292|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|||1|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|6|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|||0.254901960784314|Race/Ethnicity|Black/African American|0|2|1|1|1|13|51|student count less than 10, suppressed|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|58|87|0.666666666666667|Race/Ethnicity|Unknown|0|3|1|0|0|58|87|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|162|191|0.848167539267016|Race/Ethnicity|White|0|4|1|0|0|162|191|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|195|229|0.851528384279476|Race/Ethnicity|Multiracial|0|5|1|0|0|195|229|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|314|344|0.912790697674419|Race/Ethnicity|Hispanic/Latine/x|0|6|1|0|0|314|344|na|2024
sch02|sch02|RegionB|PS|q23a|Does your family expect you to pursue some form of post-high school education (apprenticeship, 1 or 2 year certificate, 2 or 4 year college degree)?||Likeliness|528|630|0.838095238095238|Race/Ethnicity|Students of Color|0|7|1|0|0|528|630|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|746|821|0.908647990255786|All|All|0|1|0|0|0|746|821|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|148|206|0.718446601941748|First Generation Status|Not First Generation|0|1|0|0|0|148|206|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|598|615|0.972357723577236|First Generation Status|First Generation|0|2|0|0|0|598|615|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|30|30|1|Gender|Other/Prefer Not to Say|0|1|0|0|0|30|30|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|292|338|0.863905325443787|Gender|Male|0|2|0|0|0|292|338|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|424|453|0.93598233995585|Gender|Female|0|3|0|0|0|424|453|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|91|137|0.664233576642336|Grade Level|10th Grade|0|1|0|0|0|91|137|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|168|168|1|Grade Level|9th Grade|0|2|0|0|0|168|168|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|224|253|0.885375494071146|Grade Level|11th Grade|0|3|0|0|0|224|253|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|263|263|1|Grade Level|12th Grade|0|4|0|0|0|263|263|na|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|||1|Race/Ethnicity|Asian/Asian American|1|1|1|0|1|6|6|student count less than 10, suppressed|2024
sch02|sch02|RegionB|SS|q24a|Does your school provide adequate support to help you plan for what you want to do after high school?||Likeliness|||0.666666666666667|Race/Ethnicity|Black/African American|0|2|1|1|1|34|51|student count less than 10, suppressed|2024
