ext_reference_cleaned|School|Region|construct|question|question_header|question_subheader|answer_type|count_met|count_staffs|pct_met|report_group|staff_group|Placeholder|Construct_rpt|Survey_Question_Filter|lt10supp|rank_order|count_lt10supp|compsupp|flag_supp|count_met_og|count_staffs_og|suppression_notes|year
sch02|sch02|RegionB|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|22|44|0.5|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|22|44|na|2024
sch02|sch02|RegionB|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|22|33|0.666666666666667|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|22|33|na|2024
sch02|sch02|RegionB|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q14c|Have you helped one or more students at your school explore the following dual credit opportunities?|College in the High School (CHS)|Not Applicable/Yes/No/Not Offered|22|33|0.666666666666667|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|22|33|na|2024
sch02|sch02|RegionB|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|0|44|0|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|44|na|2024
sch02|sch02|RegionB|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|0|33|0|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|0|33|na|2024
sch02|sch02|RegionB|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q14d|Have you helped one or more students at your school explore the following dual credit opportunities?|Career and Technical Education (CTE)|Not Applicable/Yes/No/Not Offered|0|33|0|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|0|33|na|2024
sch02|sch02|RegionB|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|33|0|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|33|na|2024
sch02|sch02|RegionB|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|22|0|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|0|22|na|2024
sch02|sch02|RegionB|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q14e|Have you helped one or more students at your school explore the following dual credit opportunities?|IB - Diploma Programme or Career-related Programme|Not Applicable/Yes/No/Not Offered|0|22|0|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|0|22|na|2024
sch02|sch02|RegionB|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|0|44|0|All|All|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|44|na|2024
sch02|sch02|RegionB|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|0|33|0|Gender|Male|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|0|33|na|2024
sch02|sch02|RegionB|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|0|11|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q14f|Have you helped one or more students at your school explore the following dual credit opportunities?|I have helped students explore other dual credit opportunities.|Not Applicable/Yes/No/Not Offered|0|33|0|Race/Ethnicity|White|1|Dual Credit|Dual Credit - Have you helped one or more students at your school explore the following dual credit opportunities?|0|2|0|0|0|0|33|na|2024
sch02|sch02|RegionB|DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|11|44|0.25|All|All|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|11|44|na|2024
sch02|sch02|RegionB|DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|11|33|0.333333333333333|Gender|Male|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|2|0|0|0|11|33|na|2024
sch02|sch02|RegionB|DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|0|11|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q18b|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Advanced Placement (AP)|Knowledgeable|11|33|0.333333333333333|Race/Ethnicity|White|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|2|0|0|0|11|33|na|2024
sch02|sch02|RegionB|DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|0|44|0|All|All|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|0|44|na|2024
sch02|sch02|RegionB|DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|0|33|0|Gender|Male|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|2|0|0|0|0|33|na|2024
sch02|sch02|RegionB|DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|0|11|0|Race/Ethnicity|Unknown|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|0|11|na|2024
sch02|sch02|RegionB|DC|q18c|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|College in the High School (CHS)|Knowledgeable|0|33|0|Race/Ethnicity|White|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|2|0|0|0|0|33|na|2024
sch02|sch02|RegionB|DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|0|44|0|All|All|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|0|44|na|2024
sch02|sch02|RegionB|DC|q18d|How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|Career and Technical Education (CTE)|Knowledgeable|0|11|0|Gender|Other/Unknown/Prefer Not to Say|1|Dual Credit|Dual Credit - How much do you know about the process for students to access and transfer the college credit they could earn through the following types of dual credit courses?|0|1|0|0|0|0|11|na|2024
